drug_a,drug_b,efek_interaksi,mekanisme_interaksi_farmakokinetik,mekanisme_interaksi_farmakodinamik,manajemen_interaksi
doxycycline,hydrochlorothiazide,Moderate,Tidak ada,"Kombinasi dapat memperburuk gangguan fungsi ginjal dan keseimbangan elektrolit/ asam-basa karena efek anti-anabolik tetrasiklin (meningkatkan BUN, azotemia, asidosis, hiperfosfatemia) ditambah efek diuretik.",Pantau fungsi ginjal dan elektrolit; sesuaikan terapi bila ada gangguan signifikan; konsultasikan label obat untuk rekomendasi spesifik.
captopril,dronabinol,Moderate,Tidak ada,"Efek hipotensi aditif, meningkatkan risiko hipotensi ortostatik dan sinkop, terutama saat inisiasi atau titrasi dosis.",Pantau tekanan darah dan tanda hipotensi; hindari alkohol; edukasi pasien untuk bangun secara perlahan; hindari mengemudi/operasi mesin sampai mengetahui efek obat.
hydrochlorothiazide,dronabinol,Moderate,Tidak ada,Efek hipotensi aditif antara diuretik dan dronabinol meningkatkan risiko hipotensi postural.,Pantau tekanan darah; edukasi pasien untuk menghindari perubahan posisi mendadak; waspadai gejala pusing/sinkop.
hydrochlorothiazide,dronedarone,Major,Tidak ada,HCTZ menyebabkan hipokalemia/hipomagnesemia ? meningkatkan risiko aritmia ventrikular (torsade de pointes) akibat pemanjangan QT oleh dronedarone.,"Evaluasi elektrolit sebelum terapi dan secara berkala; koreksi kelainan elektrolit; hentikan jika QTc ?500 ms; edukasi pasien tentang gejala aritmia (pusing, palpitasi, sinkop)."
droperidol,hydrochlorothiazide,Major,Tidak ada,"Efek aditif dalam memperpanjang QT, meningkatkan risiko torsade de pointes, serta depresi SSP/respirasi bila dikombinasi dengan obat depresan lain.",Gunakan dengan kewaspadaan tinggi; pantau tanda vital & EKG; sesuaikan dosis droperidol; awasi tanda depresi SSP/respirasi; edukasi pasien untuk menghindari aktivitas berisiko tinggi sampai efek obat diketahui.
captopril,drospirenone,Moderate,Tidak ada,Drospirenone memiliki aktivitas antimineralokortikoid ? meningkatkan risiko hiperkalemia bila dikombinasi dengan ACE inhibitor.,"Monitor kalium serum secara berkala; ekstra hati-hati pada pasien dengan gangguan ginjal, diabetes, usia lanjut, gagal jantung, atau dehidrasi; edukasi pasien tentang gejala hiperkalemia (mual, lemas, parestesia, aritmia)."
hydrochlorothiazide,dulaglutide,Moderate,Tidak ada,Diuretik dapat menyebabkan hiperglikemia sehingga menurunkan efektivitas agen antidiabetik termasuk dulaglutide.,Monitor glukosa darah secara ketat; sesuaikan dosis antidiabetik bila perlu; edukasi pasien untuk melapor jika gula darah sering tinggi atau ada gejala hiperglikemia.
hydrochlorothiazide,duloxetine,Moderate,Tidak ada,"Risiko hiponatremia meningkat akibat efek SIADH dari duloxetine, diperberat oleh diuretik; potensi hipotensi ortostatik dan antagonisme efek antihipertensi akibat peningkatan tekanan darah/puls.","Gunakan hati-hati terutama pada lansia; monitor natrium serum, tekanan darah, dan nadi; hentikan duloxetine bila terjadi hiponatremia simptomatik; edukasi pasien untuk waspada terhadap pusing, sinkop, atau kelemahan."
captopril,efavirenz,Moderate,Tidak ada,Potensi peningkatan risiko hepatotoksisitas karena kombinasi dua obat yang dapat menyebabkan kerusakan hati.,"Pertimbangkan risiko sebelum kombinasi; monitor fungsi hati sebelum dan selama terapi; edukasi pasien untuk melapor jika ada gejala hepatitis (demam, nyeri kuadran kanan atas, ikterus)."
captopril,empagliflozin,Moderate,Tidak ada,"Efek hipotensi aditif karena empagliflozin menyebabkan diuresis/natriuresis ? deplesi volume, ditambah efek vasodilatasi ACE inhibitor.","Periksa status volume sebelum terapi; monitor tekanan darah, fungsi ginjal, elektrolit, dan tanda dehidrasi; hentikan empagliflozin jika terjadi deplesi volume."
hydrochlorothiazide,empagliflozin,Moderate,Tidak ada,Efek diuresis dan hipotensi aditif; thiazide dapat meningkatkan glukosa darah sehingga mengurangi efek empagliflozin.,"Periksa status volume sebelum terapi; monitor tekanan darah, fungsi ginjal, elektrolit, dan glukosa darah; hentikan SGLT-2 inhibitor jika terjadi dehidrasi."
enalapril,hydrochlorothiazide,Moderate,Tidak ada,Efek hipotensi dan hipovolemia aditif; risiko lebih tinggi pada pasien dengan deplesi natrium atau sedang hemodialisis; ACE inhibitor dapat mengurangi efek natriuretik diuretik loop.,"Monitor tekanan darah, diuresis, elektrolit, dan fungsi ginjal; untuk mencegah first-dose hypotension, mulai ACE inhibitor dengan dosis rendah, hentikan diuretik sementara atau tambah asupan garam ?1 minggu sebelum memulai ACE inhibitor; atau awasi pasien minimal 2 jam setelah dosis pertama."
enalaprilat,hydrochlorothiazide,Moderate,Tidak ada,"Sama seperti enalapril, efek hipotensi dan hipovolemia aditif; risiko pada pasien deplesi natrium atau stenosis arteri renalis.","Sama seperti di atas: monitor tekanan darah, diuresis, elektrolit, fungsi ginjal; strategi pencegahan first-dose hypotension seperti pada enalapril."
captopril,enoxaparin,Moderate,Tidak ada,"Efek aditif meningkatkan risiko hiperkalemia akibat kombinasi ACE inhibitor dan heparin; risiko lebih tinggi pada pasien dengan gangguan ginjal, diabetes, usia lanjut, atau gagal jantung.",Gunakan hati-hati; monitor kalium serum dan fungsi ginjal secara berkala.
captopril,epirubicin,Moderate,Tidak ada,Potensi peningkatan risiko hepatotoksisitas karena epirubicin dieliminasi melalui sistem hepatobilier dan ACE inhibitor dapat meningkatkan risiko kerusakan hati.,"Monitor klinis dan laboratorium fungsi hati sebelum, selama, dan setelah terapi kombinasi; gunakan hati-hati."
captopril,eplerenone,Moderate,Tidak ada,Efek aditif pada risiko hiperkalemia akibat kombinasi ACE inhibitor dengan antagonis reseptor mineralokortikoid; dapat menyebabkan aritmia serius/fatal bila hiperkalemia berat.,"Monitor kalium serum secara berkala (tiap 2 minggu di awal, lalu bulanan); hati-hati pada pasien dengan gangguan ginjal, diabetes, usia lanjut, atau dehidrasi; edukasi pasien mengenai tanda hiperkalemia (mual, lemah, parestesia, aritmia)."
captopril,epoetin alfa,Minor,Tidak ada,Dugaan penurunan efek eritropoietin melalui pengurangan sintesis endogen atau penurunan produksi sel darah merah di sumsum tulang; bukti klinis masih bertentangan.,"Monitor respons hematopoietik (Hb, Ht) setelah penambahan ACE inhibitor; evaluasi kebutuhan penyesuaian dosis epoetin."
captopril,epoetin beta-methoxy polyethylene glycol,Minor,Tidak ada,Sama seperti epoetin alfa: dugaan penurunan efek eritropoietin; bukti klinis bertentangan.,Monitor Hb dan Ht secara berkala; pertimbangkan penyesuaian dosis jika respons menurun.
captopril,epoprostenol,Moderate,Tidak ada,Efek hipotensi aditif akibat vasodilatasi prostasiklin yang ditambah efek antihipertensi ACE inhibitor.,Monitor tekanan darah lebih sering hingga stabil; edukasi pasien untuk menghindari perubahan posisi mendadak; waspadai gejala hipotensi.
hydrochlorothiazide,epoprostenol,Moderate,Tidak ada,Efek hipotensi aditif akibat kombinasi vasodilatasi prostasiklin dan efek diuretik penurun tekanan darah.,Monitor tekanan darah secara ketat pada awal terapi kombinasi; edukasi pasien mengenai risiko ortostatik.
captopril,eprosartan,Major,Tidak ada,"Efek aditif/sinergis pada sistem renin-angiotensin ? peningkatan risiko hiperkalemia, hipotensi berat, dan gagal ginjal, terutama pada pasien diabetes atau gangguan ginjal.","Kombinasi umumnya dihindari; jika terpaksa digunakan, monitor ketat elektrolit, fungsi ginjal, dan tekanan darah; hindari suplementasi kalium kecuali dengan pemantauan ketat."
hydrochlorothiazide,eravacycline,Moderate,Tidak ada,Risiko penurunan fungsi ginjal dan kelainan elektrolit/acid-base akibat efek anti-anabolik tetrasiklin ditambah efek diuretik.,Monitor fungsi ginjal dan elektrolit secara berkala; pertimbangkan risiko pada pasien dengan status klinis rentan; ikuti panduan produsen untuk rekomendasi spesifik.
hydrochlorothiazide,ergocalciferol,Moderate,Tidak ada,Thiazide menghambat ekskresi kalsium ginjal dan meningkatkan respons tulang/tubulus terhadap PTH ? meningkatkan risiko hiperkalsemia saat dikombinasikan dengan dosis tinggi vitamin D.,"Hindari suplementasi kalsium/vitamin D dosis tinggi tanpa konsultasi medis; monitor kalsium serum; edukasi pasien untuk melaporkan gejala hiperkalsemia (pusing, lemah, mual, muntah, kejang)."
captopril,ertugliflozin,Moderate,Tidak ada,Efek hipotensi aditif akibat kombinasi vasodilatasi ACE inhibitor dengan diuresis/natriuresis dari SGLT-2 inhibitor ? risiko dehidrasi dan hipotensi ortostatik.,"Evaluasi dan koreksi status volume sebelum terapi; monitor tekanan darah, fungsi ginjal, elektrolit, status hidrasi; hentikan SGLT-2 inhibitor bila terjadi dehidrasi berat."
hydrochlorothiazide,ertugliflozin,Moderate,Tidak ada,"Efek diuretik dan hipotensi aditif ? risiko dehidrasi, gagal ginjal akut, hipotensi ortostatik; thiazide dapat meningkatkan glukosa darah sehingga mengurangi efektivitas SGLT-2 inhibitor.","Koreksi status volume sebelum terapi; monitor tekanan darah, fungsi ginjal, elektrolit, dan gula darah; hentikan SGLT-2 inhibitor bila terjadi dehidrasi."
hydrochlorothiazide,escitalopram,Moderate,Tidak ada,Risiko hiponatremia meningkat melalui SIADH akibat SSRI ditambah kehilangan natrium dari diuretik; risiko hipotensi ortostatik; SSRI dapat menaikkan tekanan darah dan antagonis efek antihipertensi.,"Gunakan hati-hati terutama pada lansia; monitor natrium serum, tekanan darah, dan denyut nadi; hentikan SSRI bila hiponatremia simptomatik; edukasi pasien untuk waspada terhadap gejala hiponatremia dan hipotensi ortostatik."
hydrochlorothiazide,eslicarbazepine,Moderate,Tidak ada,Risiko hiponatremia aditif akibat efek penurunan natrium oleh eslicarbazepine dan diuretik; dapat menyebabkan komplikasi berat seperti kejang dan gangguan keseimbangan.,Monitor natrium dan klorida serum secara rutin; hentikan atau kurangi dosis bila terjadi hiponatremia berat; edukasi pasien mengenai gejala hiponatremia.
hydrochlorothiazide,esomeprazole,Moderate,Tidak ada,PPI jangka panjang dapat menyebabkan hipomagnesemia; diuretik meningkatkan risiko kehilangan magnesium ? potensi hipokalsemia sekunder.,"Monitor magnesium serum sebelum dan selama terapi jangka panjang; edukasi pasien untuk melaporkan gejala hipomagnesemia (palpitasi, aritmia, tremor, kejang); hentikan PPI bila perlu dan berikan suplementasi magnesium."
captopril,estramustine,Moderate,Tidak ada,"Potensi peningkatan risiko angioedema, mekanisme pasti tidak diketahui; kemungkinan terkait efek estramustine yang dapat memicu angioedema dan potensi aditif dari ACE inhibitor.","Monitor tanda/gejala angioedema; hentikan obat dan segera cari pertolongan medis bila muncul pembengkakan wajah, bibir, lidah, atau gangguan menelan/napas."
captopril,ethacrynic acid,Moderate,ACE inhibitor dapat mengurangi efek natriuretik loop diuretik pada sebagian pasien.,Efek aditif pada hipotensi dan hipovolemia; risiko gagal ginjal akut pada pasien deplesi natrium atau stenosis arteri renalis.,"Monitor tekanan darah, diuresis, elektrolit, dan fungsi ginjal; pertimbangkan hentikan diuretik atau naikkan asupan garam sebelum memulai ACE inhibitor; awasi pasien setidaknya 2 jam setelah dosis pertama."
hydrochlorothiazide,ethacrynic acid,Moderate,Tidak ada,"Efek aditif/sinergis pada diuresis dan kehilangan elektrolit (Na, K, Mg, Cl) ? meningkatkan risiko dehidrasi, hipotensi, hipokalemia, hipomagnesemia, dan hiponatremia.","Titrasi dosis secara hati-hati; monitor elektrolit, BUN, status cairan, tekanan darah, dan fungsi ginjal; edukasi tanda deplesi cairan/elektrolit."
captopril,ethanol,Moderate,Tidak ada,"Efek hipotensi aditif dengan alkohol dan risiko ortostatik; dapat menyebabkan pusing, sinkop, takikardia.",Hindari alkohol atau batasi konsumsi; monitor tekanan darah; edukasi pasien untuk bangun perlahan dari posisi duduk/berbaring dan menghindari aktivitas berisiko sampai tahu efeknya.
hydrochlorothiazide,ethanol,Moderate,Tidak ada,Efek hipotensi aditif dengan alkohol dan risiko ortostatik; potensi memperburuk pusing dan sinkop.,Sama seperti di atas: hindari alkohol atau batasi konsumsi; monitor tekanan darah; edukasi pasien terkait risiko ortostatik.
captopril,etodolac,Moderate,Beberapa NSAID dapat menurunkan kadar ACE inhibitor tertentu (contoh: oxaprozin menurunkan AUC enalapril/enalaprilat).,"NSAID menghambat sintesis prostaglandin ginjal ? menurunkan efek antihipertensi ACE inhibitor, retensi cairan, dan memperburuk fungsi ginjal.",Gunakan NSAID dosis rendah atau jangka pendek bila memungkinkan; monitor tekanan darah dan fungsi ginjal; waspadai tanda gagal ginjal.
hydrochlorothiazide,etodolac,Moderate,Tidak ada,"NSAID menghambat prostaglandin ginjal ? menurunkan efek diuretik/natriuretik, retensi natrium dan air, risiko gagal jantung kongestif; risiko hiperkalemia bila dikombinasi dengan diuretik hemat kalium.","Hindari dehidrasi; monitor fungsi ginjal, tekanan darah, dan tanda gagal jantung; hentikan salah satu obat bila terjadi gangguan ginjal atau hiperkalemia."
captopril,etranacogene dezaparvovec,Moderate,Tidak ada,Potensi peningkatan risiko hepatotoksisitas bila dikombinasikan dengan obat hepatotoksik lain ? dapat menurunkan efektivitas terapi gen ini.,Monitor ALT dan aktivitas faktor IX secara intensif (1?2?/minggu selama ?4 bulan); pertimbangkan kortikosteroid bila ALT meningkat; evaluasi alternatif terapi bila hepatotoksisitas terjadi.
captopril,everolimus,Moderate,Tidak ada,"Kombinasi ACE inhibitor dengan mTOR inhibitor meningkatkan risiko angioedema; onset dapat tertunda. Insidensi lebih tinggi (6,8% vs 1,3%) pada pasien yang menerima ACE inhibitor bersama everolimus.","Edukasi pasien mengenai tanda/gejala angioedema; hentikan obat bila terjadi pembengkakan wajah, lidah, atau kesulitan bernapas; segera cari pertolongan medis."
captopril,exenatide,Moderate,Tidak ada,"Potensi peningkatan risiko efek nefrotoksik sekunder melalui penurunan fungsi ginjal/dehidrasi, terutama bila dikombinasi dengan obat yang mempengaruhi status hidrasi atau fungsi ginjal.",Monitor fungsi ginjal; waspadai gejala dehidrasi; hentikan salah satu obat bila terjadi gangguan ginjal.
hydrochlorothiazide,exenatide,Moderate,Tidak ada,Sama seperti di atas: risiko penurunan fungsi ginjal akibat dehidrasi/hipovolemia; potensi aditif dengan diuretik.,Monitor fungsi ginjal dan status hidrasi; hentikan salah satu obat bila fungsi ginjal memburuk.
captopril,felodipine,Minor,Tidak ada,Efek hipotensi aditif; risiko lebih tinggi pada awal terapi (1?3 minggu pertama).,Monitor tekanan darah pada awal terapi; sesuaikan dosis bila perlu.
captopril,fenoldopam,Moderate,Tidak ada,Potensi hipotensi berat secara teoritis jika dikombinasi dengan obat antihipertensi lain.,Penggunaan di bawah pengawasan rawat inap; monitor tekanan darah dan nadi secara ketat.
hydrochlorothiazide,fenoldopam,Moderate,Tidak ada,Sama seperti di atas: efek hipotensi aditif yang berpotensi berat.,Monitor rawat inap; pantau tekanan darah dan denyut nadi.
captopril,fenoprofen,Moderate,Beberapa NSAID dapat menurunkan kadar ACE inhibitor tertentu (misal oxaprozin menurunkan AUC enalapril/enalaprilat).,"NSAID menghambat sintesis prostaglandin ginjal ? menurunkan efek antihipertensi ACE inhibitor, retensi cairan, dan memperburuk fungsi ginjal.",Gunakan NSAID dosis rendah/jangka pendek bila memungkinkan; monitor tekanan darah dan fungsi ginjal; waspadai tanda gagal ginjal.
hydrochlorothiazide,fenoprofen,Moderate,Tidak ada,"NSAID menghambat prostaglandin ginjal ? menurunkan efek diuretik/natriuretik, retensi cairan, risiko gagal jantung; risiko hiperkalemia bila dengan diuretik hemat kalium.",Hindari dehidrasi; monitor fungsi ginjal dan tekanan darah; hentikan salah satu obat bila gangguan ginjal/hiperkalemia terjadi.
captopril,fentanyl,Moderate,Tidak ada,Efek hipotensi aditif akibat kombinasi ACE inhibitor dan opioid yang memiliki efek vasodilatasi serta menurunkan tonus vaskular; meningkatkan risiko ortostatik dan sinkop.,Monitor tekanan darah secara ketat terutama pada awal terapi; edukasi pasien untuk menghindari perubahan posisi mendadak; hindari aktivitas berisiko hingga respons obat diketahui.
hydrochlorothiazide,fentanyl,Moderate,Tidak ada,Efek hipotensi aditif dengan kemungkinan penurunan efektivitas diuretik akibat sekresi hormon antidiuretik yang dipicu opioid.,Monitor tekanan darah dan respon diuretik; pertimbangkan penyesuaian dosis diuretik; edukasi pasien untuk menghindari perubahan posisi mendadak.
captopril,ferric carboxymaltose,Moderate,Tidak ada,"ACE inhibitor menghambat degradasi bradikinin, berpotensi memperberat reaksi inflamasi sistemik akibat pemberian besi intravena.","Monitor pasien selama dan setelah infus besi; waspadai gejala reaksi sistemik (mis. hipotensi, mual, eritema)."
captopril,ferric derisomaltose,Moderate,Tidak ada,Sama seperti di atas: potensi peningkatan reaksi sistemik akibat bradikinin dari besi intravena.,Monitor ketat selama dan setelah pemberian besi; hentikan bila timbul reaksi berat.
captopril,ferric pyrophosphate,Moderate,Tidak ada,Sama seperti di atas: risiko reaksi sistemik terkait bradikinin.,Lakukan observasi selama dan setelah infus; siapkan penatalaksanaan reaksi alergi atau hipotensi.
captopril,ferumoxytol,Moderate,Tidak ada,Sama seperti di atas: peningkatan risiko reaksi sistemik akibat efek bradikinin.,Pantau ketat selama dan pasca-infus; hentikan terapi bila muncul reaksi berat.
